81;User Story;FILTROS de REATIVOS de consumíveis;24/06/2019 16:46:46;UX\Iteration 1;Backlog;24/06/2019 16:46:46
82;User Story;CONSCIÊNCIA AMBIENTAL de ENVIO PRÓ-ATIVO de consumíveis;24/06/2019 17:09:32;UX\Iteration 1;Backlog;24/06/2019 17:09:32
84;User Story;JUSTIFICATIVA DE TROCAS ANTECIPADAS de consumíveis;24/06/2019 17:37:11;UX\Iteration 1;Backlog;24/06/2019 17:37:11
85;User Story;RELATÓRIO de TROCAS ANTECIPADAS de consumíveis;24/06/2019 18:22:10;UX\Iteration 1;Backlog;24/06/2019 18:22:10
87;User Story;CONSCIÊNCIA AMBIENTAL para TROCA de consumíveis;24/06/2019 18:53:51;UX\Iteration 1;Backlog;24/06/2019 18:53:51
88;User Story;Upload Apelidos de Equipamentos;25/06/2019 11:08:12;UX\Iteration 1;Backlog;25/06/2019 11:08:12
88;User Story;Upload Apelidos de Equipamentos;25/06/2019 11:08:12;UX;Development;01/07/2019 14:16:43
88;User Story;Upload Apelidos de Equipamentos;25/06/2019 11:08:12;UX\Iteration 1;Resolved;02/07/2019 11:39:35
90;Bug;Lentidão e travamento na funcionalidade Gerenciamento/usuário;26/06/2019 17:27:13;UX\Iteration 1;Backlog;26/06/2019 17:27:13
90;Bug;Lentidão e travamento na funcionalidade Gerenciamento/usuário;26/06/2019 17:27:13;UX\Iteration 1;Development;26/06/2019 18:58:18
90;Bug;Lentidão e travamento na funcionalidade Gerenciamento/usuário;26/06/2019 17:27:13;UX\Iteration 1;Test;01/07/2019 14:01:40
90;Bug;Lentidão e travamento na funcionalidade Gerenciamento/usuário;26/06/2019 17:27:13;UX\Iteration 1;Homologation;01/07/2019 18:02:32
90;Bug;Lentidão e travamento na funcionalidade Gerenciamento/usuário;26/06/2019 17:27:13;UX\Iteration 1;Closed;02/07/2019 11:39:22
91;Bug;Lentidão de erro 502 na tela Fat./Cobrança / Títulos/Faturas/Boletos;26/06/2019 17:27:41;UX\Iteration 1;Backlog;26/06/2019 17:27:41
91;Bug;Lentidão de erro 502 na tela Fat./Cobrança / Títulos/Faturas/Boletos;26/06/2019 17:27:41;UX\Iteration 1;To do;26/06/2019 17:36:50
91;Bug;Lentidão de erro 502 na tela Fat./Cobrança / Títulos/Faturas/Boletos;26/06/2019 17:27:41;UX\Iteration 1;Development;27/06/2019 12:10:15
91;Bug;Lentidão e erro 502 na tela Fat./Cobrança / Títulos/Faturas/Boletos;26/06/2019 17:27:41;UX\Iteration 1;Resolved;03/07/2019 14:22:14
92;User Story;RELATÓRIO de PROJEÇÃO de ABASTECIMENTO de consumíveis;26/06/2019 17:29:06;UX\Iteration 1;Backlog;26/06/2019 17:29:06
92;User Story;RELATÓRIO de PROJEÇÃO de ABASTECIMENTO de consumíveis;26/06/2019 17:29:06;UX\Iteration 1;To do;01/07/2019 17:55:54
93;User Story;INDICADORES de PROJEÇÃO de ABASTECIMENTO de consumíveis;26/06/2019 18:02:31;UX\Iteration 1;Backlog;26/06/2019 18:02:31
93;User Story;INDICADORES de PROJEÇÃO de ABASTECIMENTO de consumíveis;26/06/2019 18:02:31;UX\Iteration 1;To do;01/07/2019 17:56:20
95;User Story;Merge do repositório TFS e Git;27/06/2019 13:02:54;UX\Iteration 1;Backlog;27/06/2019 13:02:54
95;User Story;Merge do repositório TFS e Git;27/06/2019 13:02:54;UX\Iteration 1;To do;27/06/2019 13:02:58
95;User Story;Merge do repositório TFS e Git;27/06/2019 13:02:54;UX\Iteration 1;Development;27/06/2019 13:03:03
95;User Story;Merge do repositório TFS e Git;27/06/2019 13:02:54;UX\Iteration 1;Test;27/06/2019 17:13:14
95;User Story;Merge do repositório TFS e Git;27/06/2019 13:02:54;UX\Iteration 1;Resolved;27/06/2019 17:13:19
110;User Story;Publicar Test Coverage no SonarQube;28/06/2019 13:51:55;UX\Iteration 1;Backlog;28/06/2019 13:51:55
110;User Story;Publicar Test Coverage no SonarQube;28/06/2019 13:51:55;UX\Iteration 1;To do;28/06/2019 13:52:02
110;User Story;Publicar Test Coverage no SonarQube;28/06/2019 13:51:55;UX\Iteration 1;Development;28/06/2019 13:52:17
110;User Story;Publicar Test Coverage no SonarQube;28/06/2019 13:51:55;UX\Iteration 1;Test;28/06/2019 16:15:33
110;User Story;Publicar Test Coverage no SonarQube;28/06/2019 13:51:55;UX\Iteration 1;Resolved;28/06/2019 16:15:37
113;Bug;Upload de declaração no processo de retirada;01/07/2019 20:18:40;UX\Iteration 1;Backlog;01/07/2019 20:18:40
113;Bug;Upload de declaração no processo de retirada;01/07/2019 20:18:40;UX\Iteration 1;To do;01/07/2019 20:21:26
113;Bug;Upload de declaração no processo de retirada;01/07/2019 20:18:40;UX\Iteration 1;Development;02/07/2019 12:03:18
113;Bug;Upload de declaração no processo de retirada;01/07/2019 20:18:40;UX\Iteration 1;Closed;03/07/2019 12:27:07
114;Bug;597063;03/07/2019 14:42:34;UX\Iteration 1;Backlog;03/07/2019 14:42:34
115;Bug;as;03/07/2019 14:55:04;UX\Iteration 1;Backlog;03/07/2019 14:55:04
116;Bug;597205;03/07/2019 15:01:13;UX\Iteration 1;Backlog;03/07/2019 15:01:13
117;Bug;597224;03/07/2019 15:01:44;UX\Iteration 1;Backlog;03/07/2019 15:01:44
118;Bug;597280;03/07/2019 15:02:33;UX\Iteration 1;Backlog;03/07/2019 15:02:33
119;Bug;597485;03/07/2019 15:08:06;UX\Iteration 1;Backlog;03/07/2019 15:08:06
